content,created_at,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
https://t.co/iYW0e3iqha New youtube video is out now,Wed Jun 24 20:04:05 +0000 2020,2020-06-24 20:04:05+00:00,3712,,['https://youtu.be/ThjcXxy4Qss'],0,,18,28,,https://twitter.com/alexwaarren/status/1275882408064061440,1275882408064061440,1275882408064061440
a fuck ton of them hehe https://t.co/dS1wtQkwxn,Mon Jun 22 22:31:30 +0000 2020,2020-06-22 22:31:30+00:00,5544,,['https://twitter.com/ASKlLLS/status/1275194632788459528'],2,https://twitter.com/ASKlLLS/status/1275194632788459528,19,28,,https://twitter.com/alexwaarren/status/1275194732046499840,1275194732046499840,1275194732046499840
kouvr and i have been watching the avatar every night and i caught her this morning trying to water bend in the shower,Mon Jun 22 08:35:33 +0000 2020,2020-06-22 08:35:33+00:00,20187,,[],21,,111,123,,https://twitter.com/alexwaarren/status/1274984358340726785,1274984358340726785,1274984358340726785
new youtube video is out!! https://t.co/XXqsVzoFpm,Sat Jun 20 23:04:39 +0000 2020,2020-06-20 23:04:39+00:00,3792,,['https://youtu.be/CptxOEeeHmU'],0,,13,25,,https://twitter.com/alexwaarren/status/1274478295770296320,1274478295770296320,1274478295770296320
i just realized Ondreaz looks like a young Charlie Sheen,Sat Jun 20 05:38:21 +0000 2020,2020-06-20 05:38:21+00:00,18325,,[],9,,119,123,,https://twitter.com/alexwaarren/status/1274214988127731712,1274214988127731712,1274214988127731712
@sireswarren hehe,Fri Jun 19 23:45:03 +0000 2020,2020-06-19 23:45:03+00:00,1710,,[],0,,6,6,,https://twitter.com/alexwaarren/status/1274126078416576512,1274126078416576512,1274101152737636352
@sireswarren i appreciate you more,Fri Jun 19 03:19:52 +0000 2020,2020-06-19 03:19:52+00:00,38,,[],1,,3,4,,https://twitter.com/alexwaarren/status/1273817750549311488,1273817750549311488,1273817693381066754
@_chardixaddison @dixiedamelio IT WAS 5AM🥺,Fri Jun 19 03:18:12 +0000 2020,2020-06-19 03:18:12+00:00,2164,,[],0,,10,3,,https://twitter.com/alexwaarren/status/1273817330997268480,1273817330997268480,1273462167228919810
IT WAS 5AM https://t.co/lcbfjdSFXL,Fri Jun 19 03:17:52 +0000 2020,2020-06-19 03:17:52+00:00,3875,,['https://twitter.com/charlidixiekate/status/1273462167228919810'],1,https://twitter.com/charlidixiekate/status/1273462167228919810,30,26,,https://twitter.com/alexwaarren/status/1273817246654009344,1273817246654009344,1273817246654009344
alex’s thumbs and everyone else on twitter that has supported me love y’all sm,Fri Jun 19 02:53:33 +0000 2020,2020-06-19 02:53:33+00:00,9723,,[],2,,40,45,,https://twitter.com/alexwaarren/status/1273811125843320832,1273811125843320832,1273811125843320832
today marks the day i first and probably will ever be on trending!! and it’s #1!!!!! hehe,Thu Jun 18 20:12:41 +0000 2020,2020-06-18 20:12:41+00:00,14179,,[],4,,88,75,,https://twitter.com/alexwaarren/status/1273710246322565120,1273710246322565120,1273710246322565120
@sireswarren love u more,Thu Jun 18 08:28:15 +0000 2020,2020-06-18 08:28:15+00:00,26,,[],1,,4,4,,https://twitter.com/alexwaarren/status/1273532970817613825,1273532970817613825,1273532274148093955
scaring charli damelio with giant snake😂 https://t.co/9gypAR0yBW,Wed Jun 17 20:12:52 +0000 2020,2020-06-17 20:12:52+00:00,5034,,['https://youtu.be/xGo7QnMfKzM'],2,,27,33,,https://twitter.com/alexwaarren/status/1273347902094446592,1273347902094446592,1273347902094446592
i’ve never had someone follow me with a camera and it caught me off guard. i didn’t notice there was fans there and if i’d known i 100% would’ve stopped. I’ve watched a ton of these vids and i thought i’d know how 2 handle these situations but whn it came down to it i just froze.,Wed Jun 17 08:10:46 +0000 2020,2020-06-17 08:10:46+00:00,11868,,[],3,,67,71,,https://twitter.com/alexwaarren/status/1273166179931230211,1273166179931230211,1273166179931230211
i got paparazzied today for the first time and i got so nervous i just went straight to my car. if there was anyone there that wanted to take photos i’m so so so sorry❤️ I didn’t know what was going on until i got in the car!!,Wed Jun 17 08:05:15 +0000 2020,2020-06-17 08:05:15+00:00,10311,,[],1,,44,76,,https://twitter.com/alexwaarren/status/1273164793562701832,1273164793562701832,1273164793562701832
"I totally forgot I came up with the name Hype House, life moves so fucking quickly this is cool. Btw it's 5AM bahahahha",Tue Jun 16 11:42:28 +0000 2020,2020-06-16 11:42:28+00:00,18534,,[],7,,89,97,,https://twitter.com/alexwaarren/status/1272857069108858880,1272857069108858880,1272857069108858880
i’m gonna mutate my cat to a snake cat https://t.co/rf2EyudoMZ,Mon Jun 15 06:56:24 +0000 2020,2020-06-15 06:56:24+00:00,4732,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EaiNsJVUcAY2Zq1.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EaiNsJVUcAY2Zq1.mp4', bitrate=None)], type='gif')]",[],2,,43,26,,https://twitter.com/alexwaarren/status/1272422689844543489,1272422689844543489,1272422689844543489
"@cornonthescott 6ft, but when i’m not lying 5’11",Sun Jun 14 09:30:28 +0000 2020,2020-06-14 09:30:28+00:00,206,,[],0,,8,0,,https://twitter.com/alexwaarren/status/1272099073017778177,1272099073017778177,1272098923440558081
"whatever y’all are feeding jack and james, i want in. these mother frickers are like 10ft tall",Sun Jun 14 09:29:52 +0000 2020,2020-06-14 09:29:52+00:00,8000,,[],0,,39,43,,https://twitter.com/alexwaarren/status/1272098923440558081,1272098923440558081,1272098923440558081
"@nickkaustin why don’t you ever say this to my face, you’re perfect to baby cakes. It’s also 2AM and we live in the same house. I miss u, come home.",Sun Jun 14 09:27:37 +0000 2020,2020-06-14 09:27:37+00:00,10346,,[],1,,30,81,,https://twitter.com/alexwaarren/status/1272098358203527169,1272098358203527169,1272097811471847424
i keep trying to go on a diet and then people send donuts to our house. Like do y’all want me to stay a chubby bunny or what’s up lol,Sun Jun 14 09:26:33 +0000 2020,2020-06-14 09:26:33+00:00,18292,,[],23,,111,164,,https://twitter.com/alexwaarren/status/1272098088484663296,1272098088484663296,1272098088484663296
"Lewis Capaldi
James Arthur
Panic at the Disco",Sun Jun 14 09:22:02 +0000 2020,2020-06-14 09:22:02+00:00,8056,,[],5,,72,76,,https://twitter.com/alexwaarren/status/1272096952935563264,1272096952935563264,1272096952935563264
someone called me a microwaved david dobrik and i have never liked a comment faster,Sun Jun 14 03:14:08 +0000 2020,2020-06-14 03:14:08+00:00,33985,,[],35,,147,302,,https://twitter.com/alexwaarren/status/1272004368624046080,1272004368624046080,1272004368624046080
calvin and patrick probably uploaded one of the funniest videos i’ve seen in a while lol https://t.co/5WSvGab5RV,Sun Jun 14 01:06:05 +0000 2020,2020-06-14 01:06:05+00:00,3472,,['https://youtu.be/NpJu5Lb2bKo'],1,,16,26,,https://twitter.com/alexwaarren/status/1271972143496982528,1271972143496982528,1271972143496982528
i hate how much i was in my last vlog,Sat Jun 13 21:43:59 +0000 2020,2020-06-13 21:43:59+00:00,13037,,[],0,,88,46,,https://twitter.com/alexwaarren/status/1271921284046131200,1271921284046131200,1271921284046131200
new youtube video is up https://t.co/e24zBSpN6S,Sat Jun 13 21:10:19 +0000 2020,2020-06-13 21:10:19+00:00,3100,,['https://youtu.be/Y8turNw-res'],0,,22,27,,https://twitter.com/alexwaarren/status/1271912808792260608,1271912808792260608,1271912808792260608
Just noticed Larray does this to people in the back of his photos https://t.co/Foz9OOJGax,Thu Jun 11 07:18:05 +0000 2020,2020-06-11 07:18:05+00:00,25068,"[Photo(previewUrl='https://pbs.twimg.com/media/EaNsSsHU0AIBRti?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EaNsSsHU0AIBRti?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/EaNsStKUcAALjBk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EaNsStKUcAALjBk?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/EaNsSugU4AAxD46?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EaNsSugU4AAxD46?format=jpg&name=large', type='photo')]",[],68,,215,399,,https://twitter.com/alexwaarren/status/1270978597688193024,1270978597688193024,1270978597688193024
Ily @sireswarren https://t.co/bzthclek6k,Thu Jun 11 07:17:37 +0000 2020,2020-06-11 07:17:37+00:00,5737,"[Photo(previewUrl='https://pbs.twimg.com/media/EaNsL9ZVAAEZNXx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EaNsL9ZVAAEZNXx?format=jpg&name=large', type='photo')]",[],4,,28,33,,https://twitter.com/alexwaarren/status/1270978476296646657,1270978476296646657,1270978476296646657
New vlog is out!! Check it out:) https://t.co/hsjbzXIAHt,Wed Jun 10 20:09:18 +0000 2020,2020-06-10 20:09:18+00:00,3565,,['https://youtu.be/oJOu6qLH9BY'],0,,21,31,,https://twitter.com/alexwaarren/status/1270810291324940288,1270810291324940288,1270810291324940288
Kouvr just asked me to do Goat yoga,Wed Jun 10 00:34:02 +0000 2020,2020-06-10 00:34:02+00:00,13392,,[],5,,106,82,,https://twitter.com/alexwaarren/status/1270514527067463681,1270514527067463681,1270514527067463681
How do these guys stop like spiders and snakes and antelopes from getting into their clay houses?! I get spiders in my bathroom all the time and these mother frickers are in the jungle living in underground mansions,Tue Jun 09 10:18:29 +0000 2020,2020-06-09 10:18:29+00:00,5132,,[],0,,30,43,,https://twitter.com/alexwaarren/status/1270299218649870336,1270299218649870336,1270299218649870336
If y'all catch me with an underground mansion and pet turtles don't be alarmed I've trained for this.,Tue Jun 09 10:07:40 +0000 2020,2020-06-09 10:07:40+00:00,11121,,[],5,,43,73,,https://twitter.com/alexwaarren/status/1270296498509459457,1270296498509459457,1270296498509459457
I've been watching those videos where they build houses in the middle of a Forrest with a stick... It's now 3AM. I started watching when there was light outside.,Tue Jun 09 10:06:49 +0000 2020,2020-06-09 10:06:49+00:00,5711,,[],2,,31,36,,https://twitter.com/alexwaarren/status/1270296284155359233,1270296284155359233,1270296284155359233
Calvin just asked me if there's an e after slim to spell slime,Sun Jun 07 05:02:44 +0000 2020,2020-06-07 05:02:44+00:00,13405,,[],2,,68,64,,https://twitter.com/alexwaarren/status/1269494980189384704,1269494980189384704,1269494980189384704
new YouTube video:)) https://t.co/FbaHpE9nlD,Sat Jun 06 23:14:16 +0000 2020,2020-06-06 23:14:16+00:00,3519,,['https://youtu.be/bJqeImZVYeE'],0,,30,26,,https://twitter.com/alexwaarren/status/1269407287858216960,1269407287858216960,1269407287858216960
kouvr just asked me if i want to do goat yoga,Sat Jun 06 04:56:46 +0000 2020,2020-06-06 04:56:46+00:00,25111,,[],25,,272,145,,https://twitter.com/alexwaarren/status/1269131093640241152,1269131093640241152,1269131093640241152
https://t.co/v9e5GNtgHy,Fri Jun 05 04:01:16 +0000 2020,2020-06-05 04:01:16+00:00,3790,,['https://www.change.org/p/louisville-mayor-greg-fischer-justice-for-david-mcatee'],0,,11,43,,https://twitter.com/alexwaarren/status/1268754736490049542,1268754736490049542,1268754736490049542
Tik tok is slowly turning into 2019 Tik Tok and I'm living for it,Fri Jun 05 03:57:34 +0000 2020,2020-06-05 03:57:34+00:00,26412,,[],33,,133,455,,https://twitter.com/alexwaarren/status/1268753807732703234,1268753807732703234,1268753807732703234
https://t.co/VTYf2M7ps4,Fri Jun 05 00:04:29 +0000 2020,2020-06-05 00:04:29+00:00,2980,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1268694666498596865/pu/img/E6xbO5-TmW3JpsJ0.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1268694666498596865/pu/vid/428x270/QHCuDwomnmOjEJ2L.mp4?tag=10', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1268694666498596865/pu/pl/OZZu4oY3bobikxfq.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1268694666498596865/pu/vid/570x360/v4aaNJLmN3uHhjN5.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1268694666498596865/pu/vid/888x560/N7qlD5h0Vvri7PO7.mp4?tag=10', bitrate=2176000)], duration=56.865, type='video')]",[],3,,14,78,,https://twitter.com/alexwaarren/status/1268695151162978304,1268695151162978304,1268695151162978304
no upload this saturday!! i’m gonna start to upload twice a week starting next week:) on monday! love y’all hope everyone is staying safe!!,Thu Jun 04 08:09:50 +0000 2020,2020-06-04 08:09:50+00:00,9329,,[],3,,49,62,,https://twitter.com/alexwaarren/status/1268454905649393664,1268454905649393664,1268454905649393664
am i just lucky or does your cats also swim with you in your bathtub,Wed Jun 03 19:43:52 +0000 2020,2020-06-03 19:43:52+00:00,16286,,[],10,,155,94,,https://twitter.com/alexwaarren/status/1268267176953167872,1268267176953167872,1268267176953167872
here’s another link https://t.co/SuecMzwsWw,Wed Jun 03 06:54:25 +0000 2020,2020-06-03 06:54:25+00:00,9466,,['https://www.gofundme.com/f/protesters-and-bond-funds'],4,,22,196,,https://twitter.com/alexwaarren/status/1268073538226802690,1268073538226802690,1268073538226802690
#JUSTICEFORGEORGEFLOYD #BLACKLIVESMATTER https://t.co/YmaScvlgI5,Tue Jun 02 07:02:17 +0000 2020,2020-06-02 07:02:17+00:00,6866,"[Photo(previewUrl='https://pbs.twimg.com/media/EZfSX0oUYAEnZRU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EZfSX0oUYAEnZRU?format=jpg&name=large', type='photo')]",[],3,,21,134,,https://twitter.com/alexwaarren/status/1267713130194329601,1267713130194329601,1267713130194329601
https://t.co/slReg1IW7x,Mon Jun 01 01:24:40 +0000 2020,2020-06-01 01:24:40+00:00,4699,,['https://blacklivesmatters.carrd.co/#'],1,,13,98,,https://twitter.com/alexwaarren/status/1267265778627293185,1267265778627293185,1267265778627293185
oh and i uploaded too !!! https://t.co/FPJ4X6b3gb,Sun May 31 09:12:26 +0000 2020,2020-05-31 09:12:26+00:00,3409,,['https://youtu.be/t_6zoS6FGDA'],0,,23,16,,https://twitter.com/alexwaarren/status/1267021106944212993,1267021106944212993,1267021106944212993
calvin and patrick made a new video hehe camping in thomas and mias room😂 https://t.co/bgzf8uA8Hs,Sun May 31 09:12:10 +0000 2020,2020-05-31 09:12:10+00:00,4078,,['https://youtu.be/Hg0G1twhdNY'],0,,16,16,,https://twitter.com/alexwaarren/status/1267021038644195328,1267021038644195328,1267021038644195328
i don’t know how to really put my emotions into words. i suck at explaining my feelings but all i do have to say is what happened to george floyd is really fucked up. i couldn’t bring myself to watch the whole video but what i did see was murder. RIP. #JusticeForGeorge,Sat May 30 02:57:54 +0000 2020,2020-05-30 02:57:54+00:00,12475,,[],5,,58,246,,https://twitter.com/alexwaarren/status/1266564465090162689,1266564465090162689,1266564465090162689
this should be illegal to allow me to have this https://t.co/n4CoywJjsy,Fri May 29 07:05:50 +0000 2020,2020-05-29 07:05:50+00:00,5806,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1266264380955430913/pu/img/sAJUUXg1AXiLgDHU.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1266264380955430913/pu/pl/U1xUDPlqBtJODg_w.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1266264380955430913/pu/vid/320x568/gwKG7pP6Y8YmdX5x.mp4?tag=10', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1266264380955430913/pu/vid/720x1280/dfI3hixl36rR-Ilk.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1266264380955430913/pu/vid/360x640/4MXUeGLJaztBYy4M.mp4?tag=10', bitrate=832000)], duration=5.003, type='video')]",[],1,,41,37,,https://twitter.com/alexwaarren/status/1266264470998806528,1266264470998806528,1266264470998806528
fuck cancer,Wed May 27 09:08:26 +0000 2020,2020-05-27 09:08:26+00:00,53340,,[],51,,626,1496,,https://twitter.com/alexwaarren/status/1265570547762675712,1265570547762675712,1265570547762675712
@x_corah you’re welcome!,Wed May 27 06:06:49 +0000 2020,2020-05-27 06:06:49+00:00,2614,,[],0,,5,5,,https://twitter.com/alexwaarren/status/1265524842629136384,1265524842629136384,1265170365946396672
RERUNS!!!!! https://t.co/R9bRSgu3Vo,Wed May 27 06:06:28 +0000 2020,2020-05-27 06:06:28+00:00,4716,,['https://twitter.com/ariluvsmingyu/status/1265424980872962054'],0,https://twitter.com/ariluvsmingyu/status/1265424980872962054,36,19,,https://twitter.com/alexwaarren/status/1265524753906925570,1265524753906925570,1265524753906925570
Betty White is an unproblematic queen.,Mon May 25 04:45:37 +0000 2020,2020-05-25 04:45:37+00:00,5125,,[],1,,31,74,,https://twitter.com/alexwaarren/status/1264779632848461824,1264779632848461824,1264779632848461824
The thumbs are the best! I love them more than dinosaurs chicken nuggets and cars,Mon May 25 04:20:03 +0000 2020,2020-05-25 04:20:03+00:00,4859,,[],3,,37,50,,https://twitter.com/alexwaarren/status/1264773197372649474,1264773197372649474,1264773197372649474
kouvr won’t stop bringing up a baby hedgehog or baby child and i’m scared,Sun May 24 20:30:17 +0000 2020,2020-05-24 20:30:17+00:00,14945,,[],17,,267,107,,https://twitter.com/alexwaarren/status/1264654977110118400,1264654977110118400,1264654977110118400
oh oh and calvin and patty uploaded a new vlog hehe https://t.co/sD5NzTZ0vt,Sun May 24 05:45:13 +0000 2020,2020-05-24 05:45:13+00:00,2144,,['https://youtu.be/QyJue5zgE0s'],0,,10,21,,https://twitter.com/alexwaarren/status/1264432241565790208,1264432241565790208,1264432241565790208
new vlog is out now:) https://t.co/WDpL2cb9CO,Sat May 23 23:01:21 +0000 2020,2020-05-23 23:01:21+00:00,1730,,['https://youtu.be/BKvzHPynqUw'],0,,20,18,,https://twitter.com/alexwaarren/status/1264330606592192512,1264330606592192512,1264330606592192512
i feel like it’s been forever since i uploaded my weekly vlog and i want to upload more:( it sucks but i want them to be perfecttttttttt,Fri May 22 10:21:49 +0000 2020,2020-05-22 10:21:49+00:00,3914,,[],2,,32,20,,https://twitter.com/alexwaarren/status/1263777074386399232,1263777074386399232,1263777074386399232
i was pooping and made a friend https://t.co/cf302tNy4l,Fri May 22 09:58:30 +0000 2020,2020-05-22 09:58:30+00:00,2346,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1263771167388663808/pu/img/rXVozH8aRYMHNNzI.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1263771167388663808/pu/pl/guMfbOxhzrK6GZQM.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1263771167388663808/pu/vid/624x1232/qkm0K-apEJTWH3nq.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1263771167388663808/pu/vid/320x630/sIcw0shy_MZsU_I2.mp4?tag=10', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1263771167388663808/pu/vid/360x710/m09QqqhvVxAt6W39.mp4?tag=10', bitrate=832000)], duration=11.062, type='video')]",[],2,,55,26,,https://twitter.com/alexwaarren/status/1263771206500536320,1263771206500536320,1263771206500536320
I raced a FedEx truck today. They were really cool guys.,Wed May 20 03:40:40 +0000 2020,2020-05-20 03:40:40+00:00,6771,,[],2,,48,45,,https://twitter.com/alexwaarren/status/1262951348468932621,1262951348468932621,1262951348468932621
im obsessed with poki,Sun May 17 22:18:42 +0000 2020,2020-05-17 22:18:42+00:00,7177,,[],3,,55,44,,https://twitter.com/alexwaarren/status/1262145546007035917,1262145546007035917,1262145546007035917
please take a look and if you want to help!! https://t.co/9tGxUqEGhI,Sat May 16 23:26:46 +0000 2020,2020-05-16 23:26:46+00:00,2688,,['https://suicidepreventionlifeline.org'],0,,29,90,,https://twitter.com/alexwaarren/status/1261800288677064704,1261800288677064704,1261800288677064704
because of this i have decided to donate to my local crisis center and raise awareness for mental health and help prevent suicide. i’ll leave a link in my new tweet if y’all want to help or donate. love you guys. (2/2),Sat May 16 23:26:03 +0000 2020,2020-05-16 23:26:03+00:00,7180,,[],11,,98,124,,https://twitter.com/alexwaarren/status/1261800108254851074,1261800108254851074,1261800108254851074
"yesterday some guys pulled up next to me and started calling me fat, fa**got, to kms, and started harassing my girlfriend at a red light. It made me think if it was someone else and maybe took it differently than i did. (1/2)",Sat May 16 23:25:22 +0000 2020,2020-05-16 23:25:22+00:00,14282,,[],50,,276,161,,https://twitter.com/alexwaarren/status/1261799935030079489,1261799935030079489,1261799935030079489
new vlog is out now hehe https://t.co/TvBZFj4xGa,Sat May 16 23:04:37 +0000 2020,2020-05-16 23:04:37+00:00,1555,,['https://youtu.be/ln4_8BgSYXo'],2,,29,22,,https://twitter.com/alexwaarren/status/1261794712316293120,1261794712316293120,1261794712316293120
@modernsire I love you,Sat May 16 22:42:34 +0000 2020,2020-05-16 22:42:34+00:00,43,,[],0,,1,0,,https://twitter.com/alexwaarren/status/1261789166896951296,1261789166896951296,1261784171120214016
vlog is gonna be out at 4PM:),Sat May 16 22:22:43 +0000 2020,2020-05-16 22:22:43+00:00,3623,,[],0,,38,26,,https://twitter.com/alexwaarren/status/1261784171120214016,1261784171120214016,1261784171120214016
Kouvr is chasing cats on the side of the road,Sat May 16 09:27:54 +0000 2020,2020-05-16 09:27:54+00:00,5890,,[],6,,75,56,,https://twitter.com/alexwaarren/status/1261589180758409216,1261589180758409216,1261589180758409216
I FUCKING LOVE U,Sat May 16 09:25:44 +0000 2020,2020-05-16 09:25:44+00:00,5372,,[],3,,83,92,,https://twitter.com/alexwaarren/status/1261588636128014336,1261588636128014336,1261588636128014336
Quick appreciation post for the thumbs keeping me sane. For those who don't know who or what that is then I look crazy right now.,Sat May 16 09:25:36 +0000 2020,2020-05-16 09:25:36+00:00,2592,,[],3,,17,15,,https://twitter.com/alexwaarren/status/1261588602317725697,1261588602317725697,1261588602317725697
@ellipticalsight @fuckthisshittz I FUCKING LOVE U,Sat May 16 09:24:39 +0000 2020,2020-05-16 09:24:39+00:00,18,,[],0,,1,2,,https://twitter.com/alexwaarren/status/1261588362026074117,1261588362026074117,1261537903806578688
some people aren’t very nice,Sat May 16 06:04:09 +0000 2020,2020-05-16 06:04:09+00:00,13885,,[],28,,152,535,,https://twitter.com/alexwaarren/status/1261537903806578688,1261537903806578688,1261537903806578688
@dobrikinc IM SORRY,Wed May 13 19:41:56 +0000 2020,2020-05-13 19:41:56+00:00,18,,[],1,,5,0,,https://twitter.com/alexwaarren/status/1260656541864128512,1260656541864128512,1260656445189578752
we have calvin and patrick https://t.co/iAuGrlEjCK,Mon May 11 08:51:39 +0000 2020,2020-05-11 08:51:39+00:00,1817,,['https://twitter.com/ASKlLLS/status/1259767952737517568'],0,https://twitter.com/ASKlLLS/status/1259767952737517568,37,25,,https://twitter.com/alexwaarren/status/1259768120262004736,1259768120262004736,1259768120262004736
@saImacalder @sunnysidesire please send me merch,Mon May 11 08:47:45 +0000 2020,2020-05-11 08:47:45+00:00,22,,[],0,,2,1,,https://twitter.com/alexwaarren/status/1259767137352085505,1259767137352085505,1259765890796580865
@saImacalder @sunnysidesire it’s the only account i follow,Mon May 11 08:47:08 +0000 2020,2020-05-11 08:47:08+00:00,13,,[],0,,3,0,,https://twitter.com/alexwaarren/status/1259766983202988033,1259766983202988033,1259765890796580865
thank you for 100 followers. i’m moving to hollywood now *dabs* https://t.co/tz0rNe9vqz,Mon May 11 08:42:48 +0000 2020,2020-05-11 08:42:48+00:00,1998,"[Photo(previewUrl='https://pbs.twimg.com/media/EXuWZorUMAAwOgh?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EXuWZorUMAAwOgh?format=jpg&name=large', type='photo')]",[],5,,31,17,,https://twitter.com/alexwaarren/status/1259765890796580865,1259765890796580865,1259765890796580865
i don’t think my last tweet got enough recognition so i made a private tik tok names kouvrsboyfriend and i’m proud,Mon May 11 08:39:03 +0000 2020,2020-05-11 08:39:03+00:00,6222,,[],1,,34,54,,https://twitter.com/alexwaarren/status/1259764948768612357,1259764948768612357,1259764948768612357
i’m gonna go on a diet so when i call myself a skinny legend people believe me,Mon May 11 08:22:36 +0000 2020,2020-05-11 08:22:36+00:00,3698,,[],1,,40,54,,https://twitter.com/alexwaarren/status/1259760808940068864,1259760808940068864,1259760808940068864
@nickkaustin because u miss me,Mon May 11 08:01:11 +0000 2020,2020-05-11 08:01:11+00:00,6314,,[],2,,17,38,,https://twitter.com/alexwaarren/status/1259755419557220358,1259755419557220358,1259755199394004993
hihi if yall dont follow me on instagram that would b really swag if you did https://t.co/M3b7LFTaG3 https://t.co/lhLbU3QOVP,Mon May 11 07:22:04 +0000 2020,2020-05-11 07:22:04+00:00,1778,"[Photo(previewUrl='https://pbs.twimg.com/media/EXuD6imUMAIAdgc?format=png&name=small', fullUrl='https://pbs.twimg.com/media/EXuD6imUMAIAdgc?format=png&name=large', type='photo')]",['https://www.instagram.com/alexwaarren/'],1,,29,23,,https://twitter.com/alexwaarren/status/1259745573122355201,1259745573122355201,1259745573122355201
someone needs to take twitter away from me,Mon May 11 04:36:02 +0000 2020,2020-05-11 04:36:02+00:00,5890,,[],3,,70,82,,https://twitter.com/alexwaarren/status/1259703789935722496,1259703789935722496,1259703789935722496
i brain fart more than i normal fart,Mon May 11 04:35:55 +0000 2020,2020-05-11 04:35:55+00:00,3586,,[],6,,32,60,,https://twitter.com/alexwaarren/status/1259703759619293184,1259703759619293184,1259703759619293184
happy birthday viv!!! love youuuu,Mon May 11 04:35:46 +0000 2020,2020-05-11 04:35:46+00:00,2446,,[],0,,17,17,,https://twitter.com/alexwaarren/status/1259703723875463168,1259703723875463168,1259703723875463168
https://t.co/VGMy8ROlUK https://t.co/LioeT6a9oH,Sun May 10 00:27:12 +0000 2020,2020-05-10 00:27:12+00:00,1506,"[Photo(previewUrl='https://pbs.twimg.com/media/EXnbYQiVcAAB1O3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EXnbYQiVcAAB1O3?format=jpg&name=large', type='photo')]",['https://twitter.com/discosire/status/1259278043819978756'],1,https://twitter.com/discosire/status/1259278043819978756,26,14,,https://twitter.com/alexwaarren/status/1259278783263109120,1259278783263109120,1259278783263109120
https://t.co/OoZ6mdS1N9 https://t.co/zMqKlwUqEt,Sun May 10 00:19:44 +0000 2020,2020-05-10 00:19:44+00:00,911,"[Photo(previewUrl='https://pbs.twimg.com/media/EXnZqluUEAMEWZ9?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EXnZqluUEAMEWZ9?format=jpg&name=large', type='photo')]",['https://twitter.com/hohohope304/status/1259276018298298369'],1,https://twitter.com/hohohope304/status/1259276018298298369,21,6,,https://twitter.com/alexwaarren/status/1259276900670664705,1259276900670664705,1259276900670664705
https://t.co/OG3tC6MiQJ https://t.co/FTrsvceHHA,Sun May 10 00:15:32 +0000 2020,2020-05-10 00:15:32+00:00,1099,"[Photo(previewUrl='https://pbs.twimg.com/media/EXnYtOkUcAAxYrH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EXnYtOkUcAAxYrH?format=jpg&name=large', type='photo')]",['https://twitter.com/WhitneyElaine42/status/1259275221783195650'],0,https://twitter.com/WhitneyElaine42/status/1259275221783195650,11,8,,https://twitter.com/alexwaarren/status/1259275846059098113,1259275846059098113,1259275846059098113
